""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"284"	"Type II diabetes mellitus"	45	-0.69147	0.80942	1	5.3738	0.082016	0.26192	24.943	0.0013088	0.0045429	21	17.323	0.016188	0.057254	24	17.951	0.021564	0.084857
"285"	"Tyrosine metabolism"	31	2.28	0.47528	1	3.1203	0.20127	0.48481	24.157	0.00012626	0.00082695	16	17.638	0.0028293	0.013827	15	16.511	0.0060792	0.039191
"286"	"Ubiquinone and other terpenoid-quinone biosynthesis"	11	-5.4849	0.96225	1	9.4238	0.012701	0.067041	10.592	0.17037	0.24466	3	5.1012	0.37876	0.57382	8	9.2959	0.21425	0.34167
"287"	"Ubiquitin mediated proteolysis"	131	-4.4595	0.99104	1	6.2019	0.044653	0.16912	23.26	0.86544	0.93725	58	14.106	0.91639	0.99703	73	18.585	0.84683	0.90989
"288"	"VEGF signaling pathway"	58	-4.9568	0.98249	1	5.0072	0.089866	0.2723	20.327	0.19551	0.27553	27	11.162	0.63414	0.79398	31	17.387	0.10763	0.21568
"289"	"Valine, leucine and isoleucine degradation"	45	-19.264	1	1	30.948	9.3769e-13	7.103e-11	27.54	5.9865e-05	0.00049025	8	7.8024	0.37337	0.56851	37	26.744	6.9852e-06	0.00030236
"290"	"Vascular smooth muscle contraction"	124	5.657	0.36063	0.99694	-1.377	0.5094	0.85276	39.032	4.0104e-06	5.0631e-05	68	30.162	0.00025807	0.0024436	55	26.177	0.0025167	0.021182
"291"	"Vasopressin-regulated water reabsorption"	42	0.92799	0.64908	1	-0.91447	0.52402	0.86626	17.63	0.1985	0.27596	23	12.301	0.37226	0.56851	19	12.678	0.26796	0.39035
"292"	"Viral carcinogenesis"	156	3.2699	0.64236	1	-0.80747	0.45417	0.81428	29.501	0.45842	0.54047	77	23.448	0.20724	0.38761	79	18.307	0.92344	0.95495
"293"	"Viral myocarditis"	38	2.9448	0.44039	1	-2.7515	0.67607	0.96626	16.128	0.2755	0.34927	25	11.002	0.60151	0.77102	13	12.317	0.11482	0.22592
"294"	"Vitamin B6 metabolism"	6	-3.9245	0.90929	1	3.9245	0.15915	0.41934	4.1611	0.69199	0.7737	1	0.92773	0.6916	0.84159	5	4.1434	0.68562	0.7869
"295"	"Vitamin digestion and absorption"	23	-1.2926	0.78748	1	4.4073	0.14199	0.38761	13.331	0.24614	0.32009	9	9.2487	0.26309	0.45062	14	9.6709	0.45509	0.58428
"296"	"Wnt signaling pathway"	150	6.7933	0.28886	0.90209	-2.1053	0.56167	0.90865	41.594	1.4331e-05	0.00014791	79	32.762	3.5607e-05	0.00049041	71	25.9	0.034503	0.1089
"297"	"alpha-Linolenic acid metabolism"	22	0.66497	0.61561	1	-0.22709	0.47523	0.84032	13.849	0.17006	0.24466	12	10.682	0.20034	0.38179	9	12.054	0.042631	0.12302
"298"	"beta-Alanine metabolism"	31	1.2885	0.57924	1	2.3594	0.25267	0.55078	21.69	0.002205	0.0068386	13	17.869	0.0012055	0.0077717	18	13.279	0.16427	0.28443
"299"	"cAMP signaling pathway"	207	15.987	0.0028339	0.036048	-9.8221	0.97001	1	50.9	1.0982e-08	3.3275e-07	130	41.179	1.2332e-06	4.1401e-05	77	29.95	0.00080268	0.0097285
"300"	"cGMP-PKG signaling pathway"	159	11.735	0.02516	0.15971	-2.1787	0.56378	0.90865	47.691	6.8579e-10	4.1559e-08	95	37.777	1.2079e-06	4.1401e-05	64	29.145	0.00029682	0.0046523
"301"	"mRNA surveillance pathway"	84	-3.9763	0.97253	1	5.7891	0.068413	0.22779	14.689	0.98542	1	32	9.0837	0.92941	0.99703	52	11.543	0.99186	0.99997
"302"	"mTOR signaling pathway"	151	-16.749	1	1	23.254	2.6031e-09	1.3145e-07	35.905	0.0077906	0.019671	50	16.524	0.54389	0.74417	101	32.275	0.0032005	0.024866
"303"	"p53 signaling pathway"	66	8.5327	0.073305	0.35757	-6.1431	0.88583	1	22.169	0.14186	0.21402	40	19.29	0.06978	0.17918	26	11.395	0.66795	0.7717
